ano,mun,uf,codmun,matriculas_6ano_9ano,matriculas_EM
2013,nova soure,BA,2922904,2309,1077
2013,nova tebas,PR,4117271,521,337
2013,nova timboteua,PA,1505007,930,634
2013,nova trento,SC,4211504,655,472
2013,nova ubiratã,MT,5106240,658,482
2013,nova união,MG,3136603,448,224
2013,nova união,RO,1101435,588,336
2013,nova venécia,ES,3203908,2794,2338
2013,nova veneza,GO,5215009,451,309
2013,nova veneza,SC,4211603,855,554
2013,nova viçosa,BA,2923001,3019,1733
2013,nova xavantina,MT,5106257,1186,923
2013,novais,SP,3533254,260,174
2013,novo acordo,TO,1715101,370,219
2013,novo airão,AM,1303205,927,631
2013,novo alegre,TO,1715150,144,108
2013,novo aripuanã,AM,1303304,1800,707
2013,novo barreiro,RS,4313490,235,180
2013,novo brasil,GO,5215207,220,140
2013,novo cabrais,RS,4313391,198,149
2013,novo cruzeiro,MG,3145307,3302,1512
2013,novo gama,GO,5215231,5840,3298
2013,novo hamburgo,RS,4313409,14028,9544
2013,novo horizonte,BA,2923035,747,490
2013,novo horizonte,SC,4211652,166,226
2013,novo horizonte,SP,3533502,2208,1354
2013,novo horizonte do norte,MT,5106273,195,217
2013,novo horizonte do oeste,RO,1100502,648,563
2013,novo horizonte do sul,MS,5006259,333,145
2013,novo itacolomi,PR,4117297,182,109
2013,novo jardim,TO,1715259,233,109
2013,novo lino,AL,2705606,1127,472
2013,novo machado,RS,4313425,188,103
2013,novo mundo,MT,5106265,491,414
2013,novo oriente,CE,2309409,2008,1138
2013,novo oriente de minas,MG,3145356,868,429
2013,novo oriente do piauí,PI,2206902,416,206
2013,novo planalto,GO,5215256,259,198
2013,novo progresso,PA,1505031,2123,979
2013,novo repartimento,PA,1505064,5827,2071
2013,novo santo antônio,MT,5106315,130,80
2013,novo santo antônio,PI,2206951,255,98
2013,novo são joaquim,MT,5106281,432,332
2013,novo tiradentes,RS,4313441,129,95
2013,novo triunfo,BA,2923050,686,327
2013,novo xingu,RS,4313466,68,57
2013,novorizonte,MG,3145372,387,312
2013,nuporanga,SP,3533601,375,233
2013,óbidos,PA,1505106,3846,2328
2013,ocara,CE,2309458,1732,1375
2013,ocauçu,SP,3533700,268,140
2013,oeiras,PI,2207009,2842,1844
2013,oeiras do pará,PA,1505205,2838,1146
2013,oiapoque,AP,1600501,2386,1244
2013,olaria,MG,3145406,143,96
2013,óleo,SP,3533809,183,117
2013,olho d'água,PB,2510402,523,304
2013,olho d'água das cunhãs,MA,2107407,2178,669
2013,olho d'água das flores,AL,2705705,2136,1013
2013,olho d'água do borges,RN,2408409,248,125
2013,olho d'água do casado,AL,2705804,784,352
2013,olho d'água do piauí,PI,2207108,196,107
2013,olho d'água grande,AL,2705903,502,145
2013,olhos-d'água,MG,3145455,410,313
2013,olímpia,SP,3533908,2612,1956
2013,olímpio noronha,MG,3145505,216,117
2013,olinda,PE,2609600,25964,14902
2013,olinda nova do maranhão,MA,2107456,1162,783
2013,olindina,BA,2923100,2058,798
2013,olivedos,PB,2510501,194,149
2013,oliveira,MG,3145604,2593,1518
2013,oliveira de fátima,TO,1715507,123,49
2013,oliveira dos brejinhos,BA,2923209,1917,1084
2013,oliveira fortes,MG,3145703,115,46
2013,olivença,AL,2706000,1132,385
2013,onça de pitangui,MG,3145802,294,141
2013,onda verde,SP,3534005,269,162
2013,oratórios,MG,3145851,307,136
2013,oriente,SP,3534104,289,219
2013,orindiúva,SP,3534203,400,250
2013,oriximiná,PA,1505304,6537,2728
2013,orizânia,MG,3145877,613,284
2013,orizona,GO,5215306,905,547
2013,orlândia,SP,3534302,2422,1825
2013,orleans,SC,4211702,1114,790
2013,orobó,PE,2609709,1804,1330
2013,orocó,PE,2609808,1166,772
2013,orós,CE,2309508,1337,698
2013,ortigueira,PR,4117305,1836,986
2013,osasco,SP,3534401,49264,34668
2013,oscar bressane,SP,3534500,141,108
2013,osório,RS,4313508,2700,2116
2013,osvaldo cruz,SP,3534609,1589,1299
2013,otacílio costa,SC,4211751,959,649
2013,ourém,PA,1505403,1294,694
2013,ouriçangas,BA,2923308,703,426
2013,ouricuri,PE,2609907,4982,2844
2013,ourilândia do norte,PA,1505437,2248,1180
2013,ourinhos,SP,3534708,6367,4411
2013,ourizona,PR,4117404,178,128
2013,ouro,SC,4211801,311,243
2013,ouro branco,AL,2706109,1149,511
2013,ouro branco,MG,3145901,2478,1384
2013,ouro branco,RN,2408508,256,151
2013,ouro fino,MG,3146008,1921,1078
2013,ouro preto,MG,3146107,5216,3880
2013,ouro preto do oeste,RO,1100155,2527,1318
2013,ouro velho,PB,2510600,150,89
2013,ouro verde,SC,4211850,137,94
2013,ouro verde,SP,3534807,468,325
2013,ouro verde de goiás,GO,5215405,262,163
2013,ouro verde de minas,MG,3146206,638,455
2013,ouro verde do oeste,PR,4117453,368,218
2013,ouroeste,SP,3534757,543,412
2013,ourolândia,BA,2923357,1228,629
2013,ouvidor,GO,5215504,298,165
2013,pacaembu,SP,3534906,611,378
2013,pacajá,PA,1505486,3102,1090
2013,pacajus,CE,2309607,5068,2806
2013,pacaraima,RR,1400456,1398,634
2013,pacatuba,CE,2309706,4048,2270
2013,pacatuba,SE,2804904,1143,525
2013,paço do lumiar,MA,2107506,7142,4141
2013,pacoti,CE,2309805,1013,614
2013,pacujá,CE,2309904,526,301
2013,padre bernardo,GO,5215603,2021,972
2013,padre carvalho,MG,3146255,473,340
2013,padre marcos,PI,2207207,528,248
2013,padre paraíso,MG,3146305,1753,927
2013,paes landim,PI,2207306,330,156
2013,pai pedro,MG,3146552,542,315
2013,paial,SC,4211876,123,69
2013,paiçandu,PR,4117503,2188,1510
2013,paim filho,RS,4313607,244,134
2013,paineiras,MG,3146404,299,189
2013,painel,SC,4211892,111,98
2013,pains,MG,3146503,458,282
2013,paiva,MG,3146602,82,60
2013,pajeú do piauí,PI,2207355,232,131
2013,palestina,AL,2706208,614,284
2013,palestina,SP,3535002,561,401
2013,palestina de goiás,GO,5215652,222,111
2013,palestina do pará,PA,1505494,548,364
2013,palhano,CE,2310001,475,310
2013,palhoça,SC,4211900,8558,5441
2013,palma,MG,3146701,323,264
2013,palma sola,SC,4212007,485,368
2013,palmácia,CE,2310100,773,510
2013,palmares,PE,2610004,4640,3469
2013,palmares do sul,RS,4313656,699,271
2013,palmares paulista,SP,3535101,614,497
2013,palmas,PR,4117602,3534,1816
2013,palmas,TO,1721000,17789,13722
2013,palmas de monte alto,BA,2923407,1606,791
2013,palmeira,PR,4117701,2305,1755
2013,palmeira,SC,4212056,145,105
2013,palmeira d'oeste,SP,3535200,507,356
2013,palmeira das missões,RS,4313706,2050,1442
2013,palmeira do piauí,PI,2207405,392,109
2013,palmeira dos índios,AL,2706307,5847,4257
2013,palmeirais,PI,2207504,969,589
2013,palmeirândia,MA,2107605,1664,662
2013,palmeirante,TO,1715705,454,204
2013,palmeiras,BA,2923506,739,343
2013,palmeiras de goiás,GO,5215702,1437,901
2013,palmeiras do tocantins,TO,1713809,465,236
2013,palmeirina,PE,2610103,687,353
2013,palmeirópolis,TO,1715754,624,294
2013,palmelo,GO,5215801,128,71
2013,palminópolis,GO,5215900,228,207
2013,palmital,PR,4117800,1160,654
2013,palmital,SP,3535309,1249,881
2013,palmitinho,RS,4313805,385,315
2013,palmitos,SC,4212106,849,580
2013,palmópolis,MG,3146750,605,322
2013,palotina,PR,4117909,1502,1301
2013,panamá,GO,5216007,176,92
2013,panambi,RS,4313904,2153,1613
2013,pancas,ES,3204005,1113,810
2013,panelas,PE,2610202,2083,1601
2013,panorama,SP,3535408,954,584
2013,pantano grande,RS,4313953,649,393
2013,pão de açúcar,AL,2706406,2214,1320
2013,papagaios,MG,3146909,1013,595
2013,papanduva,SC,4212205,1144,780
2013,paquetá,PI,2207553,200,102
2013,pará de minas,MG,3147105,6136,3574
2013,paracambi,RJ,3303609,2830,2050
2013,paracatu,MG,3147006,6419,4168
2013,paracuru,CE,2310209,2765,2191
2013,paragominas,PA,1505502,9488,5168
2013,paraguaçu,MG,3147204,1308,594
2013,paraguaçu paulista,SP,3535507,2438,1977
2013,paraí,RS,4314001,337,255
2013,paraíba do sul,RJ,3303708,2773,1321
2013,paraibano,MA,2107704,1845,776
2013,paraibuna,SP,3535606,1127,672
2013,paraipaba,CE,2310258,2469,1826
2013,paraíso,SC,4212239,249,198
2013,paraíso,SP,3535705,327,242
2013,paraíso das águas,MS,5006275,373,155
2013,paraíso do norte,PR,4118006,693,538
2013,paraíso do sul,RS,4314027,342,200
2013,paraíso do tocantins,TO,1716109,3301,2419
2013,paraisópolis,MG,3147303,1316,877
2013,parambu,CE,2310308,2307,1598
2013,paramirim,BA,2923605,1181,769
2013,paramoti,CE,2310407,1024,474
2013,paraná,RN,2408607,258,180
2013,paranã,TO,1716208,856,499
2013,paranacity,PR,4118105,714,528
2013,paranaguá,PR,4118204,11075,7508
2013,paranaíba,MS,5006309,2879,1599
2013,paranaiguara,GO,5216304,498,270
2013,paranaíta,MT,5106299,773,532
2013,paranapanema,SP,3535804,1290,834
2013,paranapoema,PR,4118303,174,124
2013,paranapuã,SP,3535903,230,159
2013,paranatama,PE,2610301,980,430
2013,paranatinga,MT,5106307,1436,929
2013,paranavaí,PR,4118402,4898,3818
2013,paranhos,MS,5006358,1226,444
2013,paraopeba,MG,3147402,1558,938
2013,parapuã,SP,3536000,557,354
2013,parari,PB,2510659,133,69
2013,paratinga,BA,2923704,2386,1619
2013,paraty,RJ,3303807,3073,1333
2013,paraú,RN,2408706,224,204
2013,parauapebas,PA,1505536,16551,9286
2013,paraúna,GO,5216403,648,395
2013,parazinho,RN,2408805,429,222
2013,pardinho,SP,3536109,439,300
2013,pareci novo,RS,4314035,187,101
2013,parecis,RO,1101450,284,174
2013,parelhas,RN,2408904,1549,831
2013,pariconha,AL,2706422,1011,457
2013,parintins,AM,1303403,10000,7154
2013,paripiranga,BA,2923803,2196,940
2013,paripueira,AL,2706448,1088,420
2013,pariquera-açu,SP,3536208,1427,1054
2013,parisi,SP,3536257,118,91
2013,parnaguá,PI,2207603,833,360
2013,parnaíba,PI,2207702,9332,6137
2013,parnamirim,PE,2610400,1657,1223
2013,parnamirim,RN,2403251,14250,8005
2013,parnarama,MA,2107803,2845,1220
2013,parobé,RS,4314050,3372,1736
2013,passa e fica,RN,2409100,917,623
2013,passa quatro,MG,3147600,1024,622
2013,passa sete,RS,4314068,377,178
2013,passa tempo,MG,3147709,465,300
2013,passa vinte,MG,3147808,131,88
2013,passabém,MG,3147501,129,95
2013,passagem,PB,2510709,185,74
2013,passagem,RN,2409209,246,109
2013,passagem franca,MA,2107902,1597,554
2013,passagem franca do piauí,PI,2207751,417,134
2013,passira,PE,2610509,1941,1199
2013,passo de camaragibe,AL,2706505,1278,320
2013,passo de torres,SC,4212254,385,236
2013,passo do sobrado,RS,4314076,325,222
2013,passo fundo,RS,4314100,10663,7319
2013,passos,MG,3147907,6523,4074
2013,passos maia,SC,4212270,372,221
2013,pastos bons,MA,2108009,1286,777
2013,patis,MG,3147956,470,295
2013,pato bragado,PR,4118451,289,187
2013,pato branco,PR,4118501,5074,3897
2013,patos,PB,2510808,7153,4442
2013,patos de minas,MG,3148004,8627,5886
2013,patos do piauí,PI,2207777,488,97
2013,patrocínio,MG,3148103,6037,3366
2013,patrocínio do muriaé,MG,3148202,336,168
2013,patrocínio paulista,SP,3536307,871,519
2013,patu,RN,2409308,748,479
2013,paty do alferes,RJ,3303856,1866,1039
2013,pau brasil,BA,2923902,720,500
2013,pau d'arco,PA,1505551,495,300
2013,pau d'arco,TO,1716307,400,286
2013,pau d'arco do piauí,PI,2207793,289,144
2013,pau dos ferros,RN,2409407,1818,1971
2013,paudalho,PE,2610608,4005,2394
2013,pauini,AM,1303502,1111,456
2013,paula cândido,MG,3148301,639,304
2013,paula freitas,PR,4118600,361,217
2013,paulicéia,SP,3536406,489,303
2013,paulínia,SP,3536505,6558,3792
2013,paulino neves,MA,2108058,2089,1230
2013,paulista,PB,2510907,742,360
2013,paulista,PE,2610707,17406,11078
2013,paulistana,PI,2207801,1630,857
2013,paulistânia,SP,3536570,105,81
2013,paulistas,MG,3148400,501,281
2013,paulo afonso,BA,2924009,7353,4466
2013,paulo bento,RS,4314134,117,50
2013,paulo de faria,SP,3536604,469,344
2013,paulo frontin,PR,4118709,437,329
2013,paulo jacinto,AL,2706604,494,294
2013,paulo lopes,SC,4212304,457,230
2013,paulo ramos,MA,2108108,1968,681
2013,pavão,MG,3148509,588,354
2013,paverama,RS,4314159,315,194
2013,pavussu,PI,2207850,326,98
2013,pé de serra,BA,2924058,1039,599
2013,peabiru,PR,4118808,902,611
2013,peçanha,MG,3148608,1148,681
2013,pederneiras,SP,3536703,2807,1868
2013,pedra,PE,2610806,1244,911
2013,pedra azul,MG,3148707,1932,1101
2013,pedra bela,SP,3536802,402,244
2013,pedra bonita,MG,3148756,617,268
2013,pedra branca,CE,2310506,3368,2289
2013,pedra branca,PB,2511004,314,147
2013,pedra branca do amapari,AP,1600154,1056,540
2013,pedra do anta,MG,3148806,220,130
2013,pedra do indaiá,MG,3148905,228,124
2013,pedra dourada,MG,3149002,197,117
2013,pedra grande,RN,2409506,338,202
2013,pedra lavrada,PB,2511103,504,268
2013,pedra mole,SE,2805000,192,119
2013,pedra preta,MT,5106372,1103,741
2013,pedra preta,RN,2409605,224,132
2013,pedralva,MG,3149101,735,483
2013,pedranópolis,SP,3536901,143,81
2013,pedrão,BA,2924108,477,239
2013,pedras altas,RS,4314175,170,84
2013,pedras de fogo,PB,2511202,2197,893
2013,pedras de maria da cruz,MG,3149150,860,546
2013,pedras grandes,SC,4212403,170,141
2013,pedregulho,SP,3537008,1042,571
2013,pedreira,SP,3537107,2512,1609
2013,pedreiras,MA,2108207,3102,2034
2013,pedrinhas,SE,2805109,768,371
2013,pedrinhas paulista,SP,3537156,154,130
2013,pedrinópolis,MG,3149200,224,127
2013,pedro afonso,TO,1716505,1019,719
2013,pedro alexandre,BA,2924207,999,438
2013,pedro avelino,RN,2409704,399,322
2013,pedro canário,ES,3204054,1584,835
2013,pedro de toledo,SP,3537206,731,442
2013,pedro do rosário,MA,2108256,2492,770
2013,pedro gomes,MS,5006408,482,240
2013,pedro ii,PI,2207900,3891,1726
2013,pedro laurentino,PI,2207934,227,83
2013,pedro leopoldo,MG,3149309,3785,2655
2013,pedro osório,RS,4314209,439,240
2013,pedro régis,PB,2512721,381,154
2013,pedro teixeira,MG,3149408,127,79
2013,pedro velho,RN,2409803,903,632
2013,peixe,TO,1716604,837,437
2013,peixe-boi,PA,1505601,563,373
2013,peixoto de azevedo,MT,5106422,2310,1940
2013,pejuçara,RS,4314308,182,135
2013,pelotas,RS,4314407,19573,12040
2013,penaforte,CE,2310605,634,490
2013,penalva,MA,2108306,3195,1744
2013,penápolis,SP,3537305,3251,2365
2013,pendências,RN,2409902,826,607
2013,penedo,AL,2706703,5279,3201
2013,penha,SC,4212502,1482,1289
2013,pentecoste,CE,2310704,2769,2053
2013,pequeri,MG,3149507,184,105
2013,pequi,MG,3149606,264,133
2013,pequizeiro,TO,1716653,431,238
2013,perdigão,MG,3149705,686,351
2013,perdizes,MG,3149804,1038,546
2013,perdões,MG,3149903,1307,785
2013,pereira barreto,SP,3537404,1214,903
2013,pereiras,SP,3537503,420,300
2013,pereiro,CE,2310803,1342,871
2013,peri mirim,MA,2108405,930,590
2013,periquito,MG,3149952,670,450
2013,peritiba,SC,4212601,120,116
2013,peritoró,MA,2108454,1912,1010
2013,perobal,PR,4118857,377,263
2013,pérola,PR,4118907,563,550
2013,pérola d'oeste,PR,4119004,486,272
2013,perolândia,GO,5216452,221,147
2013,peruíbe,SP,3537602,5042,3306
2013,pescador,MG,3150000,322,211
2013,pescaria brava,SC,4212650,395,272
2013,pesqueira,PE,2610905,5055,3525
2013,petrolândia,PE,2611002,2579,1655
2013,petrolândia,SC,4212700,338,287
2013,petrolina,PE,2611101,25707,17382
2013,petrolina de goiás,GO,5216809,500,373
2013,petrópolis,RJ,3303906,19507,11355
2013,piaçabuçu,AL,2706802,1505,634
2013,piacatu,SP,3537701,349,233
2013,piancó,PB,2511301,1063,663
2013,piatã,BA,2924306,1603,777
2013,piau,MG,3150109,177,75
2013,picada café,RS,4314423,287,218
2013,piçarra,PA,1505635,1124,556
2013,picos,PI,2208007,5431,4781
2013,picuí,PB,2511400,1390,1038
2013,piedade,SP,3537800,3588,2328
2013,piedade de caratinga,MG,3150158,662,311
2013,piedade de ponte nova,MG,3150208,274,188
2013,piedade do rio grande,MG,3150307,339,177
2013,piedade dos gerais,MG,3150406,345,185
2013,piên,PR,4119103,821,472
2013,pilão arcado,BA,2924405,2960,1199
2013,pilar,AL,2706901,2646,1488
2013,pilar,PB,2511509,982,362
2013,pilar de goiás,GO,5216908,163,82
2013,pilar do sul,SP,3537909,1915,1264
2013,pilões,PB,2511608,696,253
2013,pilões,RN,2410009,187,124
2013,pilõezinhos,PB,2511707,414,195
2013,pimenta,MG,3150505,481,273
2013,pimenta bueno,RO,1100189,2319,1538
2013,pimenteiras,PI,2208106,920,359
2013,pimenteiras do oeste,RO,1101468,181,95
2013,pindaí,BA,2924504,1117,562
2013,pindamonhangaba,SP,3538006,10573,7079
2013,pindaré-mirim,MA,2108504,4211,1863
2013,pindoba,AL,2707008,205,134
2013,pindobaçu,BA,2924603,1433,681
2013,pindorama,SP,3538105,730,403
2013,pindorama do tocantins,TO,1717008,361,176
2013,pindoretama,CE,2310852,1562,1028
2013,pingo-d'água,MG,3150539,315,147
2013,pinhais,PR,4119152,8656,6098
2013,pinhal,RS,4314456,147,111
2013,pinhal da serra,RS,4314464,158,86
2013,pinhal de são bento,PR,4119251,265,155
2013,pinhal grande,RS,4314472,311,177
2013,pinhalão,PR,4119202,425,425
2013,pinhalzinho,SC,4212908,954,737
2013,pinhalzinho,SP,3538204,938,471
2013,pinhão,PR,4119301,2787,1547
2013,pinhão,SE,2805208,467,275
2013,pinheiral,RJ,3303955,1419,1005
2013,pinheirinho do vale,RS,4314498,269,148
2013,pinheiro,MA,2108603,7425,4824
2013,pinheiro machado,RS,4314506,711,434
2013,pinheiro preto,SC,4213005,178,124
2013,pinheiros,ES,3204104,1546,876
2013,pintadas,BA,2924652,717,551
2013,pinto bandeira,RS,4314548,99,67
2013,pintópolis,MG,3150570,727,396
2013,pio ix,PI,2208205,1535,821
2013,pio xii,MA,2108702,2451,1020
2013,piquerobi,SP,3538303,169,130
2013,piquet carneiro,CE,2310902,943,429
2013,piquete,SP,3538501,765,466
2013,piracaia,SP,3538600,1837,1073
2013,piracanjuba,GO,5217104,1460,775
2013,piracema,MG,3150604,477,304
2013,piracicaba,SP,3538709,21916,16220
2013,piracuruca,PI,2208304,2331,1353
2013,piraí,RJ,3304003,2046,973
2013,piraí do norte,BA,2924678,567,227
2013,piraí do sul,PR,4119400,1691,935
2013,piraju,SP,3538808,1852,1232
2013,pirajuba,MG,3150703,302,185
2013,pirajuí,SP,3538907,1137,838
2013,pirambu,SE,2805307,660,416
2013,piranga,MG,3150802,1289,617
2013,pirangi,SP,3539004,617,423
2013,piranguçu,MG,3150901,375,189
2013,piranguinho,MG,3151008,548,394
2013,piranhas,AL,2707107,2530,1351
2013,piranhas,GO,5217203,693,393
2013,pirapemas,MA,2108801,1480,789
2013,pirapetinga,MG,3151107,623,346
2013,pirapó,RS,4314555,129,99
2013,pirapora,MG,3151206,3813,2452
2013,pirapora do bom jesus,SP,3539103,1440,737
2013,pirapozinho,SP,3539202,1707,1093
2013,piraquara,PR,4119509,6853,2918
2013,piraquê,TO,1717206,251,111
2013,pirassununga,SP,3539301,3811,2944
2013,piratini,RS,4314605,1091,652
2013,piratininga,SP,3539400,853,481
2013,piratuba,SC,4213104,289,238
2013,piraúba,MG,3151305,606,322
2013,pirenópolis,GO,5217302,1509,873
2013,pires do rio,GO,5217401,1596,1279
2013,pires ferreira,CE,2310951,855,397
2013,piripá,BA,2924702,683,533
2013,piripiri,PI,2208403,4723,3274
2013,piritiba,BA,2924801,1611,739
2013,pirpirituba,PB,2511806,694,296
2013,pitanga,PR,4119608,2263,1627
2013,pitangueiras,PR,4119657,220,131
2013,pitangueiras,SP,3539509,2357,1592
2013,pitangui,MG,3151404,1886,1065
2013,pitimbu,PB,2511905,953,338
2013,pium,TO,1717503,443,266
2013,piúma,ES,3204203,1267,822
2013,piumhi,MG,3151503,1850,1421
2013,placas,PA,1505650,1453,649
2013,plácido de castro,AC,1200385,1472,828
2013,planaltina,GO,5217609,7362,3780
2013,planaltina do paraná,PR,4119707,298,205
2013,planaltino,BA,2924900,727,318
2013,planalto,BA,2925006,1842,812
2013,planalto,PR,4119806,790,503
2013,planalto,RS,4314704,660,393
2013,planalto,SP,3539608,320,180
2013,planalto alegre,SC,4213153,174,137
2013,planalto da serra,MT,5106455,223,178
2013,planura,MG,3151602,522,353
2013,platina,SP,3539707,192,133
2013,poá,SP,3539806,9687,7201
2013,poção,PE,2611200,855,507
2013,poção de pedras,MA,2108900,1687,747
2013,pocinhos,PB,2512002,1132,538
2013,poço branco,RN,2410108,960,573
2013,poço dantas,PB,2512036,338,213
2013,poço das antas,RS,4314753,113,87
2013,poço das trincheiras,AL,2707206,1370,240
2013,poço de josé de moura,PB,2512077,322,160
2013,poço fundo,MG,3151701,887,352
2013,poço redondo,SE,2805406,2540,745
2013,poço verde,SE,2805505,1918,869
2013,poções,BA,2925105,3781,1673
2013,poconé,MT,5106505,2337,1527
2013,poços de caldas,MG,3151800,9203,6233
2013,pocrane,MG,3151909,550,283
2013,pojuca,BA,2925204,2169,1584
2013,poloni,SP,3539905,289,174
2013,pombal,PB,2512101,2043,1304
2013,pombos,PE,2611309,1897,940
2013,pomerode,SC,4213203,1645,965
2013,pompéia,SP,3540002,1334,751
2013,pompéu,MG,3152006,2083,1284
2013,pongaí,SP,3540101,173,141
2013,ponta de pedras,PA,1505700,1890,1161
2013,ponta grossa,PR,4119905,21255,15587
2013,ponta porã,MS,5006606,7792,3846
2013,pontal,SP,3540200,2720,1535
2013,pontal do araguaia,MT,5106653,332,221
2013,pontal do paraná,PR,4119954,1803,1060
2013,pontalina,GO,5217708,1009,664
2013,pontalinda,SP,3540259,208,136
2013,pontão,RS,4314779,208,140
2013,ponte alta,SC,4213302,323,221
2013,ponte alta do bom jesus,TO,1717800,470,194
2013,ponte alta do norte,SC,4213351,234,150
2013,ponte alta do tocantins,TO,1717909,560,387
2013,ponte branca,MT,5106703,114,93
2013,ponte nova,MG,3152105,3961,1943
2013,ponte preta,RS,4314787,70,47
2013,ponte serrada,SC,4213401,636,520
2013,pontes e lacerda,MT,5106752,3013,2126
2013,pontes gestal,SP,3540309,135,96
2013,ponto belo,ES,3204252,425,297
2013,ponto chique,MG,3152131,309,210
2013,ponto dos volantes,MG,3152170,1109,569
2013,ponto novo,BA,2925253,1473,635
2013,populina,SP,3540408,246,154
2013,poranga,CE,2311009,971,549
2013,porangaba,SP,3540507,454,294
2013,porangatu,GO,5218003,2537,1987
2013,porciúncula,RJ,3304102,1189,613
2013,porecatu,PR,4120002,915,776
2013,portalegre,RN,2410207,391,280
2013,portão,RS,4314803,2014,1155
2013,porteirão,GO,5218052,213,97
2013,porteiras,CE,2311108,1088,538
2013,porteirinha,MG,3152204,2578,1648
2013,portel,PA,1505809,4687,1455
2013,portelândia,GO,5218102,334,144
2013,porto,PI,2208502,1146,533
2013,porto acre,AC,1200807,1735,868
2013,porto alegre,RS,4314902,74387,47250
2013,porto alegre do norte,MT,5106778,701,453
2013,porto alegre do piauí,PI,2208551,213,91
2013,porto alegre do tocantins,TO,1718006,236,153
2013,porto amazonas,PR,4120101,376,187
2013,porto barreiro,PR,4120150,268,160
2013,porto belo,SC,4213500,1043,582
2013,porto calvo,AL,2707305,2416,1395
2013,porto da folha,SE,2805604,2383,1069
2013,porto de moz,PA,1505908,4347,1374
2013,porto de pedras,AL,2707404,686,318
2013,porto do mangue,RN,2410256,402,255
2013,porto dos gaúchos,MT,5106802,405,265
2013,porto esperidião,MT,5106828,933,664
2013,porto estrela,MT,5106851,241,293
2013,porto feliz,SP,3540606,3321,2187
2013,porto ferreira,SP,3540705,2649,1831
2013,porto firme,MG,3152303,658,348
2013,porto franco,MA,2109007,2005,1058
2013,porto grande,AP,1600535,1571,823
2013,porto lucena,RS,4315008,265,138
2013,porto mauá,RS,4315057,125,64
2013,porto murtinho,MS,5006903,1055,544
2013,porto nacional,TO,1718204,4059,2652
2013,porto real,RJ,3304110,1343,399
2013,porto real do colégio,AL,2707503,1466,668
2013,porto rico,PR,4120200,156,122
2013,porto rico do maranhão,MA,2109056,529,285
2013,porto seguro,BA,2925303,9533,6214
2013,porto união,SC,4213609,2096,1894
2013,porto velho,RO,1100205,35301,16469
2013,porto vera cruz,RS,4315073,96,73
2013,porto vitória,PR,4120309,269,145
2013,porto walter,AC,1200393,992,358
2013,porto xavier,RS,4315107,617,503
2013,posse,GO,5218300,2558,1439
2013,poté,MG,3152402,1304,805
2013,potengi,CE,2311207,660,292
2013,potim,SP,3540754,1113,515
2013,potiraguá,BA,2925402,826,444
2013,potirendaba,SP,3540804,863,524
2013,potiretama,CE,2311231,497,235
2013,pouso alegre,MG,3152501,8430,5295
2013,pouso alto,MG,3152600,372,202
2013,pouso novo,RS,4315131,90,51
2013,pouso redondo,SC,4213708,890,619
2013,poxoréu,MT,5107008,968,810
2013,pracinha,SP,3540853,94,68
2013,pracuúba,AP,1600550,393,157
2013,prado,BA,2925501,2124,1131
2013,prado ferreira,PR,4120333,283,163
2013,pradópolis,SP,3540903,963,656
2013,prados,MG,3152709,512,281
2013,praia grande,SC,4213807,406,305
2013,praia grande,SP,3541000,19216,11548
2013,praia norte,TO,1718303,723,364
2013,prainha,PA,1506005,2989,1291
2013,pranchita,PR,4120358,351,358
2013,prata,MG,3152808,1641,863
2013,prata,PB,2512200,220,78
2013,prata do piauí,PI,2208601,201,147
2013,pratânia,SP,3541059,386,271
2013,pratápolis,MG,3152907,493,354
2013,pratinha,MG,3153004,233,188
2013,presidente alves,SP,3541109,239,165
2013,presidente bernardes,MG,3153103,395,222
2013,presidente bernardes,SP,3541208,636,478
2013,presidente castello branco,SC,4213906,106,80
2013,presidente castelo branco,PR,4120408,290,207
2013,presidente dutra,BA,2925600,1071,611
2013,presidente dutra,MA,2109106,3419,2082
2013,presidente epitácio,SP,3541307,2666,2004
2013,presidente figueiredo,AM,1303536,2416,1505
2013,presidente getúlio,SC,4214003,915,474
2013,presidente jânio quadros,BA,2925709,945,397
2013,presidente juscelino,MA,2109205,1223,556
2013,presidente juscelino,MG,3153202,270,253
2013,presidente kennedy,ES,3204302,831,592
2013,presidente kennedy,TO,1718402,282,167
2013,presidente kubitschek,MG,3153301,309,193
2013,presidente lucena,RS,4315149,100,63
2013,presidente médici,MA,2109239,671,348
2013,presidente médici,RO,1100254,1555,823
2013,presidente nereu,SC,4214102,107,102
2013,presidente olegário,MG,3153400,1229,778
2013,presidente prudente,SP,3541406,12078,8736
2013,presidente sarney,MA,2109270,1973,804
2013,presidente tancredo neves,BA,2925758,2741,1093
2013,presidente vargas,MA,2109304,1247,565
2013,presidente venceslau,SP,3541505,2066,1518
2013,primavera,PA,1506104,749,526
2013,primavera,PE,2611408,868,422
2013,primavera de rondônia,RO,1101476,315,167
2013,primavera do leste,MT,5107040,3879,2778
2013,primeira cruz,MA,2109403,1298,397
2013,primeiro de maio,PR,4120507,743,379
2013,princesa,SC,4214151,165,128
2013,princesa isabel,PB,2512309,1334,797
2013,professor jamil,GO,5218391,202,156
2013,progresso,RS,4315156,343,233
2013,promissão,SP,3541604,2280,1571
2013,propriá,SE,2805703,2665,1464
2013,protásio alves,RS,4315172,118,59
2013,prudente de morais,MG,3153608,720,423
